"order_id","order_date","order_year","order_month","order_day","order_quarter","order_week","order_day_week","ship_date","ship_mode","customer_id","customer_name","segment_name","product_id","product_name","category_name","subcat_name","postal_code","country_name","state_name","city_name","region_name","manager_name","sales","quantity","discount","profit","status_order"
CA-2019-149489,2019-04-24,2019,4,24,2,17,3,2019-04-27,First Class,DK-12835,Damala Kotsonis,Corporate,OFF-AP-10002495,Acco Smartsocket Table Surge Protector. 6 Color-Coded Adapter Outlets,Office Supplies,Appliances,19143,United States,Pennsylvania,Philadelphia,East,Chuck Magee,99.2800,2,0.20,12.4100000000000000,No
CA-2018-151372,2018-09-05,2018,9,5,3,36,3,2018-09-06,First Class,JH-15985,Joseph Holt,Consumer,OFF-PA-10004381,"14-7/8 x 11 Blue Bar Computer Printout Paper",Office Supplies,Paper,90278,United States,California,Redondo Beach,West,Anna Andreadi,96.0800,2,0.00,46.1184000000000000,Yes
CA-2018-151372,2018-09-05,2018,9,5,3,36,3,2018-09-06,First Class,JH-15985,Joseph Holt,Consumer,OFF-BI-10000050,Angle-D Binders with Locking Rings. Label Holders,Office Supplies,Binders,90278,United States,California,Redondo Beach,West,Anna Andreadi,11.6800,2,0.20,3.9420000000000000,Yes
CA-2018-151372,2018-09-05,2018,9,5,3,36,3,2018-09-06,First Class,JH-15985,Joseph Holt,Consumer,OFF-FA-10000304,Advantus Push Pins,Office Supplies,Fasteners,90278,United States,California,Redondo Beach,West,Anna Andreadi,4.3600,2,0.00,1.7876000000000000,Yes
CA-2019-149489,2019-04-24,2019,4,24,2,17,3,2019-04-27,First Class,DK-12835,Damala Kotsonis,Corporate,OFF-BI-10002813,Avery Reinforcements for Hole-Punch Pages,Office Supplies,Binders,19143,United States,Pennsylvania,Philadelphia,East,Chuck Magee,1.1880,2,0.70,-0.9900000000000000,No
CA-2019-149489,2019-04-24,2019,4,24,2,17,3,2019-04-27,First Class,DK-12835,Damala Kotsonis,Corporate,OFF-BI-10002414,GBC ProClick Spines for 32-Hole Punch,Office Supplies,Binders,19143,United States,Pennsylvania,Philadelphia,East,Chuck Magee,7.5180,2,0.70,-5.7638000000000000,No
US-2018-113649,2018-08-09,2018,8,9,3,32,4,2018-08-12,First Class,HA-14920,Helen Andreada,Consumer,TEC-PH-10002350,Apple EarPods with Remote and Mic,Technology,Phones,28314,United States,North Carolina,Fayetteville,South,Cassandra Brandow,44.7840,2,0.20,4.4784000000000000,No
CA-2016-168823,2016-09-21,2016,9,21,3,38,3,2016-09-24,First Class,MA-17560,Matt Abelman,Home Office,OFF-LA-10004425,Staple-on labels,Office Supplies,Labels,19143,United States,Pennsylvania,Philadelphia,East,Chuck Magee,20.8080,9,0.20,7.0227000000000000,No
CA-2017-106565,2017-03-20,2017,3,20,1,12,1,2017-03-23,First Class,BW-11110,Bart Watters,Corporate,OFF-PA-10000061,Xerox 205,Office Supplies,Paper,53209,United States,Wisconsin,Milwaukee,Central,Kelly Williams,51.8400,8,0.00,24.8832000000000000,No
CA-2019-143798,2019-12-10,2019,12,10,4,50,2,2019-12-12,First Class,AW-10840,Anthony Witt,Consumer,OFF-PA-10000788,Xerox 210,Office Supplies,Paper,19140,United States,Pennsylvania,Philadelphia,East,Chuck Magee,10.3680,2,0.20,3.6288000000000000,No
CA-2019-143798,2019-12-10,2019,12,10,4,50,2,2019-12-12,First Class,AW-10840,Anthony Witt,Consumer,FUR-FU-10004306,Electrix Halogen Magnifier Lamp,Furniture,Furnishings,19140,United States,Pennsylvania,Philadelphia,East,Chuck Magee,310.8800,2,0.20,23.3160000000000000,No
US-2018-141544,2018-08-30,2018,8,30,3,35,4,2018-09-01,First Class,PO-18850,Patrick O'Brill,Consumer,TEC-PH-10003645,Aastra 57i VoIP phone,Technology,Phones,19143,United States,Pennsylvania,Philadelphia,East,Chuck Magee,290.8980,3,0.40,-67.8762000000000000,No
US-2018-141544,2018-08-30,2018,8,30,3,35,4,2018-09-01,First Class,PO-18850,Patrick O'Brill,Consumer,OFF-ST-10000675,File Shuttle II and Handi-File. Black,Office Supplies,Storage,19143,United States,Pennsylvania,Philadelphia,East,Chuck Magee,54.2240,2,0.20,3.3890000000000000,No
CA-2016-156587,2016-03-07,2016,3,7,1,10,1,2016-03-08,First Class,AB-10015,Aaron Bergman,Consumer,FUR-CH-10004477,Global Push Button Manager's Chair. Indigo,Furniture,Chairs,98103,United States,Washington,Seattle,West,Anna Andreadi,48.7120,1,0.20,5.4801000000000000,No
CA-2016-156587,2016-03-07,2016,3,7,1,10,1,2016-03-08,First Class,AB-10015,Aaron Bergman,Consumer,OFF-AR-10001427,Newell 330,Office Supplies,Art,98103,United States,Washington,Seattle,West,Anna Andreadi,17.9400,3,0.00,4.6644000000000000,No
CA-2016-156587,2016-03-07,2016,3,7,1,10,1,2016-03-08,First Class,AB-10015,Aaron Bergman,Consumer,OFF-ST-10002344,"Carina 42""Hx23 3/4""W Media Storage Unit",Office Supplies,Storage,98103,United States,Washington,Seattle,West,Anna Andreadi,242.9400,3,0.00,4.8588000000000000,No
CA-2019-147144,2019-03-26,2019,3,26,1,13,2,2019-03-28,First Class,MZ-17335,Maria Zettner,Home Office,OFF-AR-10004587,Boston 1827 Commercial Additional Cutter. Drive Gear & Gear Rack for 1606,Office Supplies,Art,98105,United States,Washington,Seattle,West,Anna Andreadi,19.8300,1,0.00,5.9490000000000000,No
CA-2019-134810,2019-05-09,2019,5,9,2,19,4,2019-05-10,First Class,MC-17605,Matt Connell,Corporate,OFF-EN-10002504,Tyvek  Top-Opening Peel & Seel Envelopes. Plain White,Office Supplies,Envelopes,28540,United States,North Carolina,Jacksonville,South,Cassandra Brandow,65.2320,3,0.20,22.0158000000000000,No
CA-2019-134810,2019-05-09,2019,5,9,2,19,4,2019-05-10,First Class,MC-17605,Matt Connell,Corporate,FUR-CH-10001270,Harbour Creations Steel Folding Chair,Furniture,Chairs,28540,United States,North Carolina,Jacksonville,South,Cassandra Brandow,207.0000,3,0.20,25.8750000000000000,No
CA-2017-132080,2017-08-22,2017,8,22,3,34,2,2017-08-25,First Class,DP-13105,Dave Poirier,Corporate,OFF-BI-10003694,"Avery 3 1/2"" Diskette Storage Pages. 10/Pack",Office Supplies,Binders,10035,United States,New York,New York City,East,Chuck Magee,50.1120,6,0.20,16.2864000000000000,No
CA-2016-130092,2016-01-11,2016,1,11,1,2,1,2016-01-14,First Class,SV-20365,Seth Vernon,Consumer,FUR-FU-10000010,DAX Value U-Channel Document Frames. Easel Back,Furniture,Furnishings,19901,United States,Delaware,Dover,East,Chuck Magee,9.9400,2,0.00,3.0814000000000000,No
US-2018-102239,2018-05-05,2018,5,5,2,18,6,2018-05-06,First Class,LW-16990,Lindsay Williams,Corporate,FUR-TA-10003392,Global Adaptabilities Conference Tables,Furniture,Tables,89015,United States,Nevada,Henderson,West,Anna Andreadi,1685.8800,6,0.00,320.3172000000000000,No
US-2018-102239,2018-05-05,2018,5,5,2,18,6,2018-05-06,First Class,LW-16990,Lindsay Williams,Corporate,OFF-BI-10001890,Avery Poly Binder Pockets,Office Supplies,Binders,89015,United States,Nevada,Henderson,West,Anna Andreadi,5.7280,2,0.20,2.0048000000000000,No
CA-2019-155292,2019-10-30,2019,10,30,4,44,3,2019-11-01,First Class,RD-19810,Ross DeVincentis,Home Office,OFF-ST-10004963,Eldon Gobal File Keepers,Office Supplies,Storage,40475,United States,Kentucky,Richmond,South,Cassandra Brandow,105.9800,7,0.00,4.2392000000000000,No
CA-2018-163384,2018-11-10,2018,11,10,4,45,6,2018-11-12,First Class,CC-12430,Chuck Clark,Home Office,OFF-BI-10004970,"ACCOHIDE 3-Ring Binder. Blue. 1""",Office Supplies,Binders,94122,United States,California,San Francisco,West,Anna Andreadi,13.2160,4,0.20,4.4604000000000000,No
CA-2018-159142,2018-04-04,2018,4,4,2,14,3,2018-04-05,First Class,ME-17320,Maria Etezadi,Home Office,TEC-PH-10001448,Anker Astro 15000mAh USB Portable Charger,Technology,Phones,22153,United States,Virginia,Springfield,South,Cassandra Brandow,149.9700,3,0.00,5.9988000000000000,No
CA-2018-159142,2018-04-04,2018,4,4,2,14,3,2018-04-05,First Class,ME-17320,Maria Etezadi,Home Office,OFF-PA-10001776,"Wirebound Message Books. Four 2 3/4"" x 5"" Forms per Page. 600 Sets per Book",Office Supplies,Paper,22153,United States,Virginia,Springfield,South,Cassandra Brandow,27.8100,3,0.00,13.0707000000000000,No
US-2018-153815,2018-11-06,2018,11,6,4,45,2,2018-11-09,First Class,KL-16555,Kelly Lampkin,Corporate,FUR-CH-10000513,High-Back Leather Manager's Chair,Furniture,Chairs,32216,United States,Florida,Jacksonville,South,Cassandra Brandow,207.9840,2,0.20,-28.5978000000000000,No
US-2018-153815,2018-11-06,2018,11,6,4,45,2,2018-11-09,First Class,KL-16555,Kelly Lampkin,Corporate,OFF-PA-10002421,Embossed Ink Jet Note Cards,Office Supplies,Paper,32216,United States,Florida,Jacksonville,South,Cassandra Brandow,36.1120,2,0.20,12.6392000000000000,No
US-2018-153815,2018-11-06,2018,11,6,4,45,2,2018-11-09,First Class,KL-16555,Kelly Lampkin,Corporate,FUR-FU-10004090,"Executive Impressions 14"" Contract Wall Clock",Furniture,Furnishings,32216,United States,Florida,Jacksonville,South,Cassandra Brandow,35.5680,2,0.20,5.7798000000000000,No
US-2018-153815,2018-11-06,2018,11,6,4,45,2,2018-11-09,First Class,KL-16555,Kelly Lampkin,Corporate,OFF-PA-10004071,Eaton Premium Continuous-Feed Paper. 25% Cotton. Letter Size. White. 1000 Shts/Box,Office Supplies,Paper,32216,United States,Florida,Jacksonville,South,Cassandra Brandow,88.7680,2,0.20,31.0688000000000000,No
US-2018-141544,2018-08-30,2018,8,30,3,35,4,2018-09-01,First Class,PO-18850,Patrick O'Brill,Consumer,FUR-CH-10003312,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,Furniture,Chairs,19143,United States,Pennsylvania,Philadelphia,East,Chuck Magee,786.7440,4,0.30,-258.5016000000000000,No
CA-2017-165050,2017-12-07,2017,12,7,4,49,4,2017-12-09,First Class,AH-10210,Alan Hwang,Consumer,OFF-BI-10001031,Pressboard Data Binders by Wilson Jones,Office Supplies,Binders,10024,United States,New York,New York City,East,Chuck Magee,21.3600,5,0.20,7.2090000000000000,No
CA-2017-165050,2017-12-07,2017,12,7,4,49,4,2017-12-09,First Class,AH-10210,Alan Hwang,Consumer,OFF-BI-10003727,Avery Durable Slant Ring Binders With Label Holder,Office Supplies,Binders,10024,United States,New York,New York City,East,Chuck Magee,6.6880,2,0.20,2.3408000000000000,No
CA-2017-165050,2017-12-07,2017,12,7,4,49,4,2017-12-09,First Class,AH-10210,Alan Hwang,Consumer,TEC-PH-10001336,Digium D40 VoIP phone,Technology,Phones,10024,United States,New York,New York City,East,Chuck Magee,773.9400,6,0.00,224.4426000000000000,No
CA-2016-169684,2016-10-20,2016,10,20,4,42,4,2016-10-23,First Class,FH-14365,Fred Hopkins,Corporate,FUR-TA-10003008,Lesro Round Back Collection Coffee Table. End Table,Furniture,Tables,37918,United States,Tennessee,Knoxville,South,Cassandra Brandow,328.5900,3,0.40,-147.8655000000000000,No
CA-2017-155334,2017-07-30,2017,7,30,3,30,7,2017-07-31,First Class,HA-14920,Helen Andreada,Consumer,FUR-FU-10003274,Regeneration Desk Collection,Furniture,Furnishings,94109,United States,California,San Francisco,West,Anna Andreadi,5.2800,3,0.00,2.3232000000000000,No
CA-2017-155334,2017-07-30,2017,7,30,3,30,7,2017-07-31,First Class,HA-14920,Helen Andreada,Consumer,OFF-BI-10002557,Presstex Flexible Ring Binders,Office Supplies,Binders,94109,United States,California,San Francisco,West,Anna Andreadi,10.9200,3,0.20,4.0950000000000000,No
CA-2016-169684,2016-10-20,2016,10,20,4,42,4,2016-10-23,First Class,FH-14365,Fred Hopkins,Corporate,OFF-ST-10000934,"Contico 72""H Heavy-Duty Storage System",Office Supplies,Storage,37918,United States,Tennessee,Knoxville,South,Cassandra Brandow,98.3520,3,0.20,-24.5880000000000000,No
CA-2019-157980,2019-12-07,2019,12,7,4,49,6,2019-12-09,First Class,SH-20395,Shahid Hopkins,Consumer,TEC-AC-10002567,Logitech G602 Wireless Gaming Mouse,Technology,Accessories,43615,United States,Ohio,Toledo,East,Chuck Magee,127.9840,2,0.20,25.5968000000000000,No
CA-2018-163384,2018-11-10,2018,11,10,4,45,6,2018-11-12,First Class,CC-12430,Chuck Clark,Home Office,OFF-PA-10003172,Xerox 1996,Office Supplies,Paper,94122,United States,California,San Francisco,West,Anna Andreadi,32.4000,5,0.00,15.5520000000000000,No
US-2019-107888,2019-11-16,2019,11,16,4,46,6,2019-11-19,First Class,CC-12220,Chris Cortes,Consumer,OFF-PA-10001363,Xerox 1933,Office Supplies,Paper,98103,United States,Washington,Seattle,West,Anna Andreadi,73.6800,6,0.00,34.6296000000000000,Yes
CA-2019-163160,2019-10-13,2019,10,13,4,41,7,2019-10-16,First Class,TS-21610,Troy Staebel,Consumer,OFF-PA-10003127,Easy-staple paper,Office Supplies,Paper,61032,United States,Illinois,Freeport,Central,Kelly Williams,63.3120,3,0.20,20.5764000000000000,No
CA-2018-166443,2018-11-04,2018,11,4,4,44,7,2018-11-05,First Class,LH-17020,Lisa Hazard,Consumer,FUR-FU-10004020,Advantus Panel Wall Acrylic Frame,Furniture,Furnishings,94122,United States,California,San Francisco,West,Anna Andreadi,38.2900,7,0.00,16.4647000000000000,No
CA-2019-163160,2019-10-13,2019,10,13,4,41,7,2019-10-16,First Class,TS-21610,Troy Staebel,Consumer,OFF-BI-10000778,GBC VeloBinder Electric Binding Machine,Office Supplies,Binders,61032,United States,Illinois,Freeport,Central,Kelly Williams,96.7840,4,0.80,-145.1760000000000000,No
CA-2019-163160,2019-10-13,2019,10,13,4,41,7,2019-10-16,First Class,TS-21610,Troy Staebel,Consumer,FUR-FU-10001424,Dax Clear Box Frame,Furniture,Furnishings,61032,United States,Illinois,Freeport,Central,Kelly Williams,10.4760,3,0.60,-6.8094000000000000,No
CA-2017-102722,2017-04-18,2017,4,18,2,16,2,2017-04-19,First Class,KW-16570,Kelly Williams,Consumer,TEC-AC-10003116,Memorex Froggy Flash Drive 8 GB,Technology,Accessories,71203,United States,Louisiana,Monroe,South,Cassandra Brandow,106.5000,6,0.00,41.5350000000000000,No
CA-2017-142937,2017-12-05,2017,12,5,4,49,2,2017-12-06,First Class,SF-20065,Sandra Flanagan,Consumer,OFF-AR-10003582,Boston Electric Pencil Sharpener. Model 1818. Charcoal Black,Office Supplies,Art,75220,United States,Texas,Dallas,Central,Kelly Williams,45.0400,2,0.20,4.5040000000000000,No
CA-2019-144456,2019-09-08,2019,9,8,3,36,7,2019-09-09,First Class,FC-14245,Frank Carlisle,Home Office,OFF-ST-10001321,Decoflex Hanging Personal Folder File. Blue,Office Supplies,Storage,33012,United States,Florida,Hialeah,South,Cassandra Brandow,61.6800,5,0.20,5.3970000000000000,No
CA-2019-144456,2019-09-08,2019,9,8,3,36,7,2019-09-09,First Class,FC-14245,Frank Carlisle,Home Office,TEC-PH-10001750,Samsung Rugby III,Technology,Phones,33012,United States,Florida,Hialeah,South,Cassandra Brandow,158.3760,3,0.20,13.8579000000000000,No
CA-2018-124793,2018-03-14,2018,3,14,1,11,3,2018-03-16,First Class,MM-18280,Muhammed MacIntyre,Corporate,FUR-CH-10002880,Global High-Back Leather Tilter. Burgundy,Furniture,Chairs,98103,United States,Washington,Seattle,West,Anna Andreadi,196.7840,2,0.20,-22.1382000000000000,No
US-2019-107888,2019-11-16,2019,11,16,4,46,6,2019-11-19,First Class,CC-12220,Chris Cortes,Consumer,FUR-FU-10003394,"Tenex ""The Solids"" Textured Chair Mats",Furniture,Furnishings,98103,United States,Washington,Seattle,West,Anna Andreadi,139.9200,2,0.00,23.7864000000000000,Yes
US-2019-107888,2019-11-16,2019,11,16,4,46,6,2019-11-19,First Class,CC-12220,Chris Cortes,Consumer,TEC-PH-10003171,Plantronics Encore H101 Dual Earpieces Headset,Technology,Phones,98103,United States,Washington,Seattle,West,Anna Andreadi,107.8800,3,0.20,10.7880000000000000,Yes
CA-2018-153269,2018-03-09,2018,3,9,1,10,5,2018-03-12,First Class,PS-18760,Pamela Stobb,Consumer,OFF-ST-10004634,Personal Folder Holder. Ebony,Office Supplies,Storage,1810,United States,Massachusetts,Andover,East,Chuck Magee,11.2100,1,0.00,3.3630000000000000,No
CA-2018-153269,2018-03-09,2018,3,9,1,10,5,2018-03-12,First Class,PS-18760,Pamela Stobb,Consumer,FUR-CH-10002647,Situations Contoured Folding Chairs. 4/Set,Furniture,Chairs,1810,United States,Massachusetts,Andover,East,Chuck Magee,354.9000,5,0.00,88.7250000000000000,No
CA-2018-153269,2018-03-09,2018,3,9,1,10,5,2018-03-12,First Class,PS-18760,Pamela Stobb,Consumer,OFF-PA-10001801,Xerox 193,Office Supplies,Paper,1810,United States,Massachusetts,Andover,East,Chuck Magee,17.9400,3,0.00,8.7906000000000000,No
CA-2018-153269,2018-03-09,2018,3,9,1,10,5,2018-03-12,First Class,PS-18760,Pamela Stobb,Consumer,OFF-BI-10004632,Ibico Hi-Tech Manual Binding System,Office Supplies,Binders,1810,United States,Massachusetts,Andover,East,Chuck Magee,51.8000,4,0.00,23.3100000000000000,No
CA-2019-118136,2019-09-16,2019,9,16,3,38,1,2019-09-17,First Class,BB-10990,Barry Blumstein,Corporate,OFF-PA-10002615,"Ampad Gold Fibre Wirebound Steno Books. 6"" x 9"". Gregg Ruled",Office Supplies,Paper,90301,United States,California,Inglewood,West,Anna Andreadi,8.8200,2,0.00,4.0572000000000000,No
US-2018-141544,2018-08-30,2018,8,30,3,35,4,2018-09-01,First Class,PO-18850,Patrick O'Brill,Consumer,OFF-LA-10001074,Round Specialty Laser Printer Labels,Office Supplies,Labels,19143,United States,Pennsylvania,Philadelphia,East,Chuck Magee,100.2400,10,0.20,33.8310000000000000,No
CA-2019-141481,2019-06-11,2019,6,11,2,24,2,2019-06-14,First Class,ZD-21925,Zuschuss Donatelli,Consumer,OFF-AP-10004532,Kensington 6 Outlet Guardian Standard Surge Protector,Office Supplies,Appliances,90036,United States,California,Los Angeles,West,Anna Andreadi,61.4400,3,0.00,16.5888000000000000,No
US-2018-141544,2018-08-30,2018,8,30,3,35,4,2018-09-01,First Class,PO-18850,Patrick O'Brill,Consumer,OFF-BI-10001524,GBC Premium Transparent Covers with Diagonal Lined Pattern,Office Supplies,Binders,19143,United States,Pennsylvania,Philadelphia,East,Chuck Magee,37.7640,6,0.70,-27.6936000000000000,No
CA-2018-120859,2018-09-01,2018,9,1,3,35,6,2018-09-04,First Class,CV-12805,Cynthia Voltz,Corporate,OFF-EN-10001335,White Business Envelopes with Contemporary Seam. Recycled White Business Envelopes,Office Supplies,Envelopes,94110,United States,California,San Francisco,West,Anna Andreadi,21.8800,2,0.00,10.9400000000000000,No
US-2019-139647,2019-05-11,2019,5,11,2,19,6,2019-05-13,First Class,TS-21370,Todd Sumrall,Corporate,FUR-BO-10004467,Bestar Classic Bookcase,Furniture,Bookcases,85023,United States,Arizona,Phoenix,West,Anna Andreadi,209.9790,7,0.70,-356.9643000000000000,No
CA-2019-118136,2019-09-16,2019,9,16,3,38,1,2019-09-17,First Class,BB-10990,Barry Blumstein,Corporate,OFF-AR-10001427,Newell 330,Office Supplies,Art,90301,United States,California,Inglewood,West,Anna Andreadi,5.9800,1,0.00,1.5548000000000000,No
US-2019-107888,2019-11-16,2019,11,16,4,46,6,2019-11-19,First Class,CC-12220,Chris Cortes,Consumer,OFF-ST-10003123,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,Office Supplies,Storage,98103,United States,Washington,Seattle,West,Anna Andreadi,33.2900,1,0.00,7.9896000000000000,Yes
CA-2016-124646,2016-06-22,2016,6,22,2,25,3,2016-06-24,First Class,DV-13465,Dianna Vittorini,Consumer,OFF-ST-10001097,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,Office Supplies,Storage,55407,United States,Minnesota,Minneapolis,Central,Kelly Williams,501.8100,3,0.00,0.0000000000000000,No
CA-2016-124646,2016-06-22,2016,6,22,2,25,3,2016-06-24,First Class,DV-13465,Dianna Vittorini,Consumer,OFF-ST-10001469,Fellowes Bankers Box Recycled Super Stor/Drawer,Office Supplies,Storage,55407,United States,Minnesota,Minneapolis,Central,Kelly Williams,161.9400,3,0.00,9.7164000000000000,No
CA-2016-101147,2016-12-02,2016,12,2,4,48,5,2016-12-04,First Class,MC-17575,Matt Collins,Consumer,OFF-AP-10004249,Staple holder,Office Supplies,Appliances,60623,United States,Illinois,Chicago,Central,Kelly Williams,2.3940,1,0.80,-6.3441000000000000,No
CA-2016-127558,2016-11-15,2016,11,15,4,46,2,2016-11-18,First Class,SS-20410,Shahid Shariari,Consumer,FUR-FU-10002505,Eldon 100 Class Desk Accessories,Furniture,Furnishings,90008,United States,California,Los Angeles,West,Anna Andreadi,10.1100,3,0.00,3.2352000000000000,No
CA-2016-127558,2016-11-15,2016,11,15,4,46,2,2016-11-18,First Class,SS-20410,Shahid Shariari,Consumer,TEC-AC-10003832,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,Technology,Accessories,90008,United States,California,Los Angeles,West,Anna Andreadi,772.4700,3,0.00,146.7693000000000000,No
CA-2016-127558,2016-11-15,2016,11,15,4,46,2,2016-11-18,First Class,SS-20410,Shahid Shariari,Consumer,OFF-SU-10002537,Acme Box Cutter Scissors,Office Supplies,Supplies,90008,United States,California,Los Angeles,West,Anna Andreadi,20.4600,2,0.00,5.3196000000000000,No
CA-2018-110499,2018-04-07,2018,4,7,2,14,6,2018-04-09,First Class,YC-21895,Yoseph Carroll,Corporate,TEC-CO-10002095,Hewlett Packard 610 Color Digital Copier / Printer,Technology,Copiers,94110,United States,California,San Francisco,West,Anna Andreadi,1199.9760,3,0.20,374.9925000000000000,No
CA-2019-135279,2019-04-09,2019,4,9,2,15,2,2019-04-11,First Class,BS-11800,Bryan Spruell,Home Office,OFF-LA-10004055,Color-Coded Legal Exhibit Labels,Office Supplies,Labels,10011,United States,New York,New York City,East,Chuck Magee,9.8200,2,0.00,4.8118000000000000,No
CA-2019-135279,2019-04-09,2019,4,9,2,15,2,2019-04-11,First Class,BS-11800,Bryan Spruell,Home Office,OFF-AR-10004344,Bulldog Vacuum Base Pencil Sharpener,Office Supplies,Art,10011,United States,New York,New York City,East,Chuck Magee,35.9700,3,0.00,9.7119000000000000,No
US-2017-164966,2017-07-30,2017,7,30,3,30,7,2017-08-01,First Class,GH-14410,Gary Hansen,Home Office,FUR-CH-10002304,Global Stack Chair without Arms. Black,Furniture,Chairs,55044,United States,Minnesota,Lakeville,Central,Kelly Williams,155.8800,6,0.00,38.9700000000000000,No
CA-2018-126004,2018-12-04,2018,12,4,4,49,2,2018-12-05,First Class,BM-11140,Becky Martin,Consumer,FUR-FU-10001602,"Eldon Delta Triangular Chair Mat. 52"" x 58"". Clear",Furniture,Furnishings,10024,United States,New York,New York City,East,Chuck Magee,113.7900,3,0.00,20.4822000000000000,No
CA-2018-126004,2018-12-04,2018,12,4,4,49,2,2018-12-05,First Class,BM-11140,Becky Martin,Consumer,TEC-AC-10001432,Enermax Aurora Lite Keyboard,Technology,Accessories,10024,United States,New York,New York City,East,Chuck Magee,78.1500,1,0.00,34.3860000000000000,No
US-2019-128832,2019-04-24,2019,4,24,2,17,3,2019-04-27,First Class,LS-16945,Linda Southworth,Corporate,TEC-AC-10004855,V7 USB Numeric Keypad,Technology,Accessories,2908,United States,Rhode Island,Providence,East,Chuck Magee,69.9800,2,0.00,4.8986000000000000,No
US-2018-113649,2018-08-09,2018,8,9,3,32,4,2018-08-12,First Class,HA-14920,Helen Andreada,Consumer,OFF-AP-10002518,Kensington 7 Outlet MasterPiece Power Center,Office Supplies,Appliances,28314,United States,North Carolina,Fayetteville,South,Cassandra Brandow,569.5360,4,0.20,64.0728000000000000,No
CA-2019-157273,2019-01-30,2019,1,30,1,5,3,2019-02-02,First Class,SZ-20035,Sam Zeldin,Home Office,TEC-PH-10002275,Mitel 5320 IP Phone VoIP phone,Technology,Phones,98105,United States,Washington,Seattle,West,Anna Andreadi,604.7680,4,0.20,60.4768000000000000,No
CA-2016-141726,2016-07-20,2016,7,20,3,29,3,2016-07-22,First Class,CC-12145,Charles Crestani,Consumer,FUR-FU-10003577,Nu-Dell Leatherette Frames,Furniture,Furnishings,92105,United States,California,San Diego,West,Anna Andreadi,43.0200,3,0.00,15.4872000000000000,Yes
US-2019-132381,2019-08-22,2019,8,22,3,34,4,2019-08-24,First Class,Dp-13240,Dean percer,Home Office,FUR-TA-10002356,Bevis Boat-Shaped Conference Table,Furniture,Tables,19143,United States,Pennsylvania,Philadelphia,East,Chuck Magee,314.5320,2,0.40,-83.8752000000000000,No
CA-2019-113670,2019-10-15,2019,10,15,4,42,2,2019-10-17,First Class,RS-19765,Roland Schwarz,Corporate,FUR-TA-10001705,Bush Advantage Collection Round Conference Table,Furniture,Tables,90045,United States,California,Los Angeles,West,Anna Andreadi,510.2400,3,0.20,6.3780000000000000,Yes
CA-2019-113670,2019-10-15,2019,10,15,4,42,2,2019-10-17,First Class,RS-19765,Roland Schwarz,Corporate,OFF-PA-10000675,Xerox 1919,Office Supplies,Paper,90045,United States,California,Los Angeles,West,Anna Andreadi,204.9500,5,0.00,100.4255000000000000,Yes
CA-2019-135279,2019-04-09,2019,4,9,2,15,2,2019-04-11,First Class,BS-11800,Bryan Spruell,Home Office,OFF-PA-10004621,Xerox 212,Office Supplies,Paper,10011,United States,New York,New York City,East,Chuck Magee,12.9600,2,0.00,6.2208000000000000,No
CA-2016-165393,2016-12-27,2016,12,27,4,52,2,2016-12-30,First Class,NC-18415,Nathan Cano,Consumer,OFF-BI-10001658,GBC Standard Therm-A-Bind Covers,Office Supplies,Binders,76106,United States,Texas,Fort Worth,Central,Kelly Williams,4.9840,1,0.80,-8.4728000000000000,No
CA-2019-135279,2019-04-09,2019,4,9,2,15,2,2019-04-11,First Class,BS-11800,Bryan Spruell,Home Office,OFF-PA-10001281,Computer Printout Paper with Letter-Trim Fine Perforations,Office Supplies,Paper,10011,United States,New York,New York City,East,Chuck Magee,191.6000,4,0.00,91.9680000000000000,No
CA-2018-152940,2018-11-10,2018,11,10,4,45,6,2018-11-13,First Class,RO-19780,Rose O'Brian,Consumer,OFF-ST-10000352,Acco Perma 2700 Stacking Storage Drawers,Office Supplies,Storage,94110,United States,California,San Francisco,West,Anna Andreadi,29.7400,1,0.00,4.4610000000000000,No
CA-2019-142622,2019-10-30,2019,10,30,4,44,3,2019-11-02,First Class,JK-15625,Jim Karlsson,Consumer,FUR-CH-10003833,Novimex Fabric Task Chair,Furniture,Chairs,98115,United States,Washington,Seattle,West,Anna Andreadi,97.5680,2,0.20,-6.0980000000000000,No
CA-2019-142622,2019-10-30,2019,10,30,4,44,3,2019-11-02,First Class,JK-15625,Jim Karlsson,Consumer,FUR-CH-10004289,Global Super Steno Chair,Furniture,Chairs,98115,United States,Washington,Seattle,West,Anna Andreadi,614.2720,8,0.20,-23.0352000000000000,No
CA-2019-144680,2019-03-31,2019,3,31,1,13,7,2019-04-02,First Class,SC-20260,Scott Cohen,Corporate,OFF-AP-10003040,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,Office Supplies,Appliances,76017,United States,Texas,Arlington,Central,Kelly Williams,33.6200,5,0.80,-90.7740000000000000,No
CA-2019-142622,2019-10-30,2019,10,30,4,44,3,2019-11-02,First Class,JK-15625,Jim Karlsson,Consumer,FUR-BO-10004467,Bestar Classic Bookcase,Furniture,Bookcases,98115,United States,Washington,Seattle,West,Anna Andreadi,199.9800,2,0.00,37.9962000000000000,No
